timestamp_ms,hash,chain_id,from,to,value,nonce,gas,gas_price,gas_tip_cap,gas_fee_cap,data_size,data_4bytes,sources,included_at_block_height,included_block_timestamp_ms,inclusion_delay_ms,tx_type
1762497038044,54767f12a6a0c7e5737c05093bebf5b5ea5873cb98c37e6bbf896eb9b0f01656,1,0x5Df3e2Dbd67332C6c7aED4b81A97217638B7831C,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,2,50000,50000000,,,34,b'\xa9\x05\x9c\xbb\x00\x00\x00\x00\x00\x00',,,,,0
1762497038044,aa4c19d215cca7e1967e769b603614bc05079eb1a4914f571eaf9162bbaa686e,1,0x6A5aA8770A374e0AEB88a19f527a501D0A573BA1,0xaB02bf85a7a851b6A379eA3D5bD3B9b4f5Dd8461,0,411,138189,833721537,500000000,903114619,2,b'\x945\xc8\x87',,,,,2
1762497038044,ff53c6b25236f6b056c12924551ee16f6daf49c4f2852ad7f87c2bbe766501d5,1,0x942eDB4049B57A976B34FAe0346F820915e6eB24,0x904567252D8F48555b7447c67dCA23F0372E16be,0,1,39354,299603422,1000000,299603422,34,b'\xa9\x05\x9c\xbb\x00\x00\x00\x00\x00\x00',,,,,2
1762497038044,8e200c0f24c26ee17ef13cf53c3ab5299248026e54e2b5e9824ea77b23181233,1,0xA5b0d892c829a7F768C2C73AcBdb720D340562F2,0xdAC17F958D2ee523a2206206994597C13D831ec7,0,0,23000,50080000,,,34,b'\xa9\x05\x9c\xbb\x00\x00\x00\x00\x00\x00',,,,,0
1762497038044,99dd6e402e5633f3f54b38c4fec9cec7088a7de8220977896f7fbad60b320fa2,1,0xBaf218e36AF2f4551c618f05249e7306378f0F36,0xdAC17F958D2ee523a2206206994597C13D831ec7,0,0,23000,50080000,,,34,b'\xa9\x05\x9c\xbb\x00\x00\x00\x00\x00\x00',,,,,0
1762497038044,1a738ccfac31090b67e7a0923c5c4581b4540cf078c44fe2732c17d2edad3c80,1,0x9fBcfC0F026DE0af9B24de1c767E7F0Baa740470,0xdAC17F958D2ee523a2206206994597C13D831ec7,0,3,50000,50000000,,,34,b'\xa9\x05\x9c\xbb\x00\x00\x00\x00\x00\x00',,,,,0
1762497038044,9a7a943aedd5e08a21db17df5926d47cbc976865d667bf01a8e303ef76dfe2f4,1,0x49739acc22F0BB204fafb5514b8F22958E09CC5F,0xdAC17F958D2ee523a2206206994597C13D831ec7,0,2,50000,50000000,,,34,b'\xa9\x05\x9c\xbb\x00\x00\x00\x00\x00\x00',,,,,0
1762497038044,8a9ee2360f87c23a9ddad0347371cb0bc3afb795edca739b19f09bd202afee27,1,0x4473ca1bE634c24e087aBc5D366568ddeD72f7Db,0x6B175474E89094C44Da98b954EedeAC495271d0F,0,2,50000,50000000,,,34,b'\xa9\x05\x9c\xbb\x00\x00\x00\x00\x00\x00',,,,,0
1762497038044,ba00bd74c08858c0ffc39190edd5dec5d762c7dedffc406489d62fb30d0f3370,1,0xbC71Fc38A0fE1c8A60ec4D06F07Dca1c7548b44C,0xCe1c0561931e574c7Be01C5bda6849aDd760f720,1,2,21500,50000000,,,0,b'',,,,,0
1762497038044,9b807e1efd70f30a159e05c06279e3a8e0b99c8ccca9e89df051dfce83961454,1,0xd61FC10b98995d16bDf7fB67740d476f8cC5aFB9,0x853d955aCEf822Db058eb8505911ED77F175b99e,0,12,44068,52423400,52423400,52423400,34,b'\t^\xa7\xb3\x00\x00\x00\x00\x00\x00',,,,,2
